ENSP00000000412	ENSG00000003056	M6PR	ENSDARP00000018076	ENSDARG00000018432	m6pr
ENSP00000220496	ENSG00000104129	DNAJC17	ENSDARP00000135201	ENSDARG00000104959	dnajc17
ENSP00000220509	ENSG00000104142	VPS18	ENSDARP00000094129	ENSDARG00000070433	vps18
ENSP00000220514	ENSG00000104147	OIP5	ENSDARP00000122996	ENSDARG00000093597	oip5
ENSP00000220562	ENSG00000012232	EXTL3	ENSDARP00000124029	ENSDARG00000026811	extl3
ENSP00000220597	ENSG00000076641	PAG1	ENSDARP00000119853	ENSDARG00000055875	pag1
ENSP00000220616	ENSG00000042832	TG	ENSDARP00000018938	ENSDARG00000020084	tg
ENSP00000220659	ENSG00000104221	BRF2	ENSDARP00000130569	ENSDARG00000002060	brf2
ENSP00000220751	ENSG00000104312	RIPK2	ENSDARP00000134516	ENSDARG00000104290	ripk2
ENSP00000220764	ENSG00000104325	DECR1	ENSDARP00000120922	ENSDARG00000003869	decr1
ENSP00000220853	ENSG00000104412	EMC2	ENSDARP00000006378	ENSDARG00000003308	emc2
ENSP00000220913	ENSG00000104472	CHRAC1	ENSDARP00000062079	ENSDARG00000042337	chrac1
ENSP00000221132	ENSG00000104689	TNFRSF10A	ENSDARP00000012354	ENSDARG00000004392	hdr
ENSP00000221166	ENSG00000104722	NEFM	ENSDARP00000074706	ENSDARG00000021351	nefma
ENSP00000221265	ENSG00000006712	PAF1	ENSDARP00000132235	ENSDARG00000098432	paf1
ENSP00000221403	ENSG00000104808	DHDH	ENSDARP00000145153	ENSDARG00000019081	DHDH
ENSP00000221452	ENSG00000104856	RELB	ENSDARP00000128656	ENSDARG00000086173	relb
ENSP00000221455	ENSG00000104859	CLASRP	ENSDARP00000146846	ENSDARG00000061742	clasrp
ENSP00000221459	ENSG00000104863	LIN7B	ENSDARP00000112866	ENSDARG00000037932	lin7b
ENSP00000221462	ENSG00000104866	PPP1R37	ENSDARP00000101061	ENSDARG00000078458	ppp1r37
ENSP00000221480	ENSG00000104883	PEX11G	ENSDARP00000149350	ENSDARG00000025559	pex11g
ENSP00000221486	ENSG00000104889	RNASEH2A	ENSDARP00000045893	ENSDARG00000018891	rnaseh2a
ENSP00000221494	ENSG00000104897	SF3A2	ENSDARP00000003884	ENSDARG00000021107	sf3a2
ENSP00000221496	ENSG00000104899	AMH	ENSDARP00000015395	ENSDARG00000014357	amh
ENSP00000221573	ENSG00000104976	SNAPC2	ENSDARP00000073820	ENSDARG00000036473	snapc2
ENSP00000221847	ENSG00000105246	EBI3	ENSDARP00000070155	ENSDARG00000053620	ebi3
ENSP00000221957	ENSG00000105355	PLIN3	ENSDARP00000149364	ENSDARG00000116962	zgc:77486
ENSP00000221973	ENSG00000105370	LIM2	ENSDARP00000124893	ENSDARG00000041295	lim2.5
ENSP00000221992	ENSG00000105388	CEACAM5	ENSDARP00000060265	ENSDARG00000041119	ceacam1
ENSP00000222005	ENSG00000105401	CDC37	ENSDARP00000131796	ENSDARG00000099301	cdc37
ENSP00000222008	ENSG00000105404	RABAC1	ENSDARP00000028630	ENSDARG00000004171	rabac1
ENSP00000222032	ENSG00000105427	CNFN	ENSDARP00000117993	ENSDARG00000036382	ponzr6
ENSP00000222139	ENSG00000187266	EPOR	ENSDARP00000137905	ENSDARG00000090834	epor
ENSP00000222145	ENSG00000105538	RASIP1	ENSDARP00000128128	ENSDARG00000074829	rasip1
ENSP00000222219	ENSG00000105612	DNASE2	ENSDARP00000120160	ENSDARG00000073893	dnase2
ENSP00000222224	ENSG00000105617	LENG1	ENSDARP00000029247	ENSDARG00000037633	leng1
ENSP00000222247	ENSG00000105640	RPL18A	ENSDARP00000038658	ENSDARG00000025073	rpl18a
ENSP00000222250	ENSG00000105643	ARRDC2	ENSDARP00000017762	ENSDARG00000020761	arrdc2
ENSP00000222256	ENSG00000105649	RAB3A	ENSDARP00000095064	ENSDARG00000043835	rab3ab
ENSP00000222266	ENSG00000205155	PSENEN	ENSDARP00000090230	ENSDARG00000068698	psenen
ENSP00000222284	ENSG00000105677	TMEM147	ENSDARP00000058382	ENSDARG00000039913	tmem147
ENSP00000222329	ENSG00000105722	ERF	ENSDARP00000087088	ENSDARG00000063417	erf
ENSP00000222339	ENSG00000105732	ZNF574	ENSDARP00000118897	ENSDARG00000077143	znf526
ENSP00000222374	ENSG00000105767	CADM4	ENSDARP00000113242	ENSDARG00000040291	cadm4
ENSP00000222381	ENSG00000005421	PON1	ENSDARP00000058958	ENSDARG00000097789	pon3.2
ENSP00000222402	ENSG00000078967	UBE2D4	ENSDARP00000089210	ENSDARG00000015057	ube2d4
ENSP00000222462	ENSG00000002745	WNT16	ENSDARP00000122572	ENSDARG00000094973	wnt16
ENSP00000222511	ENSG00000105793	GTPBP10	ENSDARP00000058969	ENSDARG00000040300	gtpbp10
ENSP00000222567	ENSG00000105849	POLR1F	ENSDARP00000104602	ENSDARG00000024416	twistnb
ENSP00000222573	ENSG00000105855	ITGB8	ENSDARP00000152742	ENSDARG00000028222	itgb8
ENSP00000222584	ENSG00000105866	SP4	ENSDARP00000150009	ENSDARG00000005186	sp4
ENSP00000222693	ENSG00000105971	CAV2	ENSDARP00000068216	ENSDARG00000052000	cav2
ENSP00000222718	ENSG00000105996	HOXA2	ENSDARP00000023072	ENSDARG00000023031	hoxa2b
ENSP00000222725	ENSG00000106003	LFNG	ENSDARP00000031031	ENSDARG00000037879	lfng
ENSP00000222726	ENSG00000106004	HOXA5	ENSDARP00000133102	ENSDARG00000102501	hoxa5a
ENSP00000222747	ENSG00000106025	TSPAN12	ENSDARP00000048002	ENSDARG00000032389	tspan12
ENSP00000222800	ENSG00000106077	ABHD11	ENSDARP00000091982	ENSDARG00000069501	abhd11
ENSP00000222803	ENSG00000106080	FKBP14	ENSDARP00000059618	ENSDARG00000040695	fkbp14
ENSP00000222823	ENSG00000106100	NOD1	ENSDARP00000129412	ENSDARG00000036308	nod1
ENSP00000222968	ENSG00000106244	PDAP1	ENSDARP00000021565	ENSDARG00000002967	pdap1b
ENSP00000222990	ENSG00000106266	SNX8	ENSDARP00000103840	ENSDARG00000074842	snx8a
ENSP00000223026	ENSG00000106302	HYAL4	ENSDARP00000128113	ENSDARG00000051823	hyal4
ENSP00000223029	ENSG00000106305	AIMP2	ENSDARP00000008898	ENSDARG00000018903	aimp2
ENSP00000223051	ENSG00000106327	TFR2	ENSDARP00000130615	ENSDARG00000103727	tfr2
ENSP00000223061	ENSG00000106333	PCOLCE	ENSDARP00000110048	ENSDARG00000056913	pcolcea
ENSP00000223073	ENSG00000106344	RBM28	ENSDARP00000034794	ENSDARG00000025332	rbm28
ENSP00000223095	ENSG00000106366	SERPINE1	ENSDARP00000073803	ENSDARG00000056795	serpine1
ENSP00000223129	ENSG00000106399	RPA3	ENSDARP00000015592	ENSDARG00000002613	rpa3
ENSP00000223145	ENSG00000106415	GLCCI1	ENSDARP00000035581	ENSDARG00000008503	glcci1a
ENSP00000223215	ENSG00000106484	MEST	ENSDARP00000041069	ENSDARG00000032319	mest
ENSP00000223273	ENSG00000241127	YAE1	ENSDARP00000066793	ENSDARG00000045422	otulina
ENSP00000223324	ENSG00000106591	MRPL32	ENSDARP00000079717	ENSDARG00000060489	mrpl32
ENSP00000223500	ENSG00000086065	CHMP5	ENSDARP00000138817	ENSDARG00000103718	chmp5b
ENSP00000223641	ENSG00000106803	SEC61B	ENSDARP00000059012	ENSDARG00000076568	sec61b
ENSP00000223836	ENSG00000106992	AK1	ENSDARP00000013777	ENSDARG00000001950	ak1
ENSP00000223864	ENSG00000107020	PLGRKT	ENSDARP00000138619	ENSDARG00000100789	plgrkt
ENSP00000224073	ENSG00000107223	EDF1	ENSDARP00000026769	ENSDARG00000009950	edf1
ENSP00000224140	ENSG00000107290	SETX	ENSDARP00000124379	ENSDARG00000022996	setx
ENSP00000224337	ENSG00000095585	BLNK	ENSDARP00000062683	ENSDARG00000042722	blnk
ENSP00000224356	ENSG00000095596	CYP26A1	ENSDARP00000041727	ENSDARG00000033999	cyp26a1
ENSP00000224950	ENSG00000107960	STN1	ENSDARP00000013967	ENSDARG00000007734	stn1
ENSP00000225174	ENSG00000108179	PPIF	ENSDARP00000069254	ENSDARG00000052842	ppifb
ENSP00000225276	ENSG00000070731	ST6GALNAC2	ENSDARP00000150821	ENSDARG00000112644	CU459056.1
ENSP00000225298	ENSG00000011260	UTP18	ENSDARP00000138639	ENSDARG00000102618	utp18
ENSP00000225387	ENSG00000108255	CRYBA1	ENSDARP00000121373	ENSDARG00000041141	cryba1a
ENSP00000225388	ENSG00000108256	NUFIP2	ENSDARP00000090987	ENSDARG00000069066	nufip2
ENSP00000225504	ENSG00000213246	SUPT4H1	ENSDARP00000147232	ENSDARG00000113969	supt4h1
ENSP00000225525	ENSG00000213977	TAX1BP3	ENSDARP00000076660	ENSDARG00000059177	tax1bp3
ENSP00000225609	ENSG00000108474	PIGL	ENSDARP00000088351	ENSDARG00000067752	pigl
ENSP00000225614	ENSG00000108479	GALK1	ENSDARP00000037286	ENSDARG00000028088	galk1
ENSP00000225665	ENSG00000108528	SLC25A11	ENSDARP00000051848	ENSDARG00000035741	slc25a11
ENSP00000225688	ENSG00000108551	RASD1	ENSDARP00000015776	ENSDARG00000019274	rasd1
ENSP00000225698	ENSG00000108561	C1QBP	ENSDARP00000121339	ENSDARG00000039887	c1qbp
ENSP00000225726	ENSG00000108588	CCDC47	ENSDARP00000154190	ENSDARG00000054362	ccdc47
ENSP00000225728	ENSG00000108590	MED31	ENSDARP00000104686	ENSDARG00000008020	med31
ENSP00000225729	ENSG00000108591	DRG2	ENSDARP00000008399	ENSDARG00000006642	drg2
ENSP00000225737	ENSG00000108599	AKAP10	ENSDARP00000114357	ENSDARG00000059549	akap10
ENSP00000225873	ENSG00000108733	PEX12	ENSDARP00000050911	ENSDARG00000035149	pex12
ENSP00000225927	ENSG00000108784	NAGLU	ENSDARP00000048045	ENSDARG00000030156	naglu
ENSP00000225929	ENSG00000108786	HSD17B1	ENSDARP00000026566	ENSDARG00000027469	hsd17b1
ENSP00000225969	ENSG00000108826	MRPL27	ENSDARP00000043545	ENSDARG00000032985	mrpl27
ENSP00000226021	ENSG00000108878	CACNG1	ENSDARP00000068688	ENSDARG00000052360	cacng1b
ENSP00000226067	ENSG00000108924	HLF	ENSDARP00000106703	ENSDARG00000074752	hlfa
ENSP00000226105	ENSG00000108961	RANGRF	ENSDARP00000137010	ENSDARG00000098786	rangrf
ENSP00000226218	ENSG00000109072	VTN	ENSDARP00000072202	ENSDARG00000055388	vtna
ENSP00000226230	ENSG00000109084	TMEM97	ENSDARP00000109291	ENSDARG00000040553	tmem97
ENSP00000226279	ENSG00000004468	CD38	ENSDARP00000154946	ENSDARG00000113438	CR318624.2
ENSP00000226299	ENSG00000002549	LAP3	ENSDARP00000083458	ENSDARG00000061981	lap3
ENSP00000226382	ENSG00000109132	PHOX2B	ENSDARP00000130156	ENSDARG00000091029	phox2bb
ENSP00000226951	ENSG00000109684	CLNK	ENSDARP00000108179	ENSDARG00000091321	CABZ01088229.1
ENSP00000227135	ENSG00000064199	SPA17	ENSDARP00000102830	ENSDARG00000069361	spa17
ENSP00000227155	ENSG00000085117	CD82	ENSDARP00000116394	ENSDARG00000026070	cd82b
ENSP00000227163	ENSG00000066336	SPI1	ENSDARP00000029369	ENSDARG00000000767	spi1b
ENSP00000227266	ENSG00000109861	CTSC	ENSDARP00000135284	ENSDARG00000101334	ctsc
ENSP00000227348	ENSG00000109943	CRTAM	ENSDARP00000109589	ENSDARG00000089327	BX120005.2
ENSP00000227349	ENSG00000109944	JHY	ENSDARP00000111192	ENSDARG00000068982	jhy
ENSP00000227471	ENSG00000110057	UNC93B1	ENSDARP00000139372	ENSDARG00000069114	unc93b1
ENSP00000227507	ENSG00000110092	CCND1	ENSDARP00000134435	ENSDARG00000101637	ccnd1
ENSP00000227520	ENSG00000110104	CCDC86	ENSDARP00000078271	ENSDARG00000059908	si:ch211-217k17.7
ENSP00000227524	ENSG00000110107	PRPF19	ENSDARP00000097371	ENSDARG00000015239	prpf19
ENSP00000227638	ENSG00000110218	PANX1	ENSDARP00000034149	ENSDARG00000025285	panx1a
ENSP00000227868	ENSG00000110435	PDHX	ENSDARP00000093629	ENSDARG00000051756	pdhx
ENSP00000228027	ENSG00000062282	DGAT2	ENSDARP00000116381	ENSDARG00000018846	dgat2
ENSP00000228136	ENSG00000110696	C11orf58	ENSDARP00000034658	ENSDARG00000022564	
ENSP00000228284	ENSG00000075856	SART3	ENSDARP00000004923	ENSDARG00000008032	sart3
ENSP00000228437	ENSG00000110851	PRDM4	ENSDARP00000099506	ENSDARG00000017366	prdm4
ENSP00000228463	ENSG00000110876	SELPLG	ENSDARP00000134253	ENSDARG00000105023	selplg
ENSP00000228476	ENSG00000110887	DAO	ENSDARP00000112531	ENSDARG00000035602	dao.1
ENSP00000228495	ENSG00000110906	KCTD10	ENSDARP00000122490	ENSDARG00000017115	kctd10
ENSP00000228506	ENSG00000110917	MLEC	ENSDARP00000112772	ENSDARG00000059630	mlec
ENSP00000228510	ENSG00000110921	MVK	ENSDARP00000019792	ENSDARG00000004130	mvk
ENSP00000228515	ENSG00000110925	CSRNP2	ENSDARP00000155680	ENSDARG00000075972	csrnp2
ENSP00000228606	ENSG00000111012	CYP27B1	ENSDARP00000142417	ENSDARG00000045015	cyp27b1
ENSP00000228641	ENSG00000111046	MYF6	ENSDARP00000040265	ENSDARG00000029830	myf6
ENSP00000228644	ENSG00000111049	MYF5	ENSDARP00000109289	ENSDARG00000007277	myf5
ENSP00000228799	ENSG00000111203	ITFG2	ENSDARP00000020383	ENSDARG00000002174	itfg2
ENSP00000228820	ENSG00000111224	PARP11	ENSDARP00000130686	ENSDARG00000098716	parp11
ENSP00000228825	ENSG00000111229	ARPC3	ENSDARP00000075074	ENSDARG00000057882	arpc3
ENSP00000228837	ENSG00000111241	FGF6	ENSDARP00000010978	ENSDARG00000009351	fgf6a
ENSP00000228841	ENSG00000111245	MYL2	ENSDARP00000116241	ENSDARG00000053424	myl2b
ENSP00000228843	ENSG00000111247	RAD51AP1	ENSDARP00000067385	ENSDARG00000045853	rad51ap1
ENSP00000228865	ENSG00000111269	CREBL2	ENSDARP00000137889	ENSDARG00000104049	crebl2
ENSP00000228918	ENSG00000111321	LTBR	ENSDARP00000104953	ENSDARG00000070165	tnfrsf1b
ENSP00000228945	ENSG00000111348	ARHGDIB	ENSDARP00000015397	ENSDARG00000004034	arhgdig
ENSP00000229002	ENSG00000111404	RERGL	ENSDARP00000016722	ENSDARG00000019396	rergla
ENSP00000229179	ENSG00000111581	NUP107	ENSDARP00000040032	ENSDARG00000016010	nup107
ENSP00000229214	ENSG00000111615	KRR1	ENSDARP00000104494	ENSDARG00000011246	krr1
ENSP00000229238	ENSG00000111639	MRPL51	ENSDARP00000151000	ENSDARG00000113440	mrpl51
ENSP00000229314	ENSG00000111711	GOLT1B	ENSDARP00000076820	ENSDARG00000059308	golt1bb
ENSP00000229329	ENSG00000111726	CMAS	ENSDARP00000134059	ENSDARG00000057334	cmasa
ENSP00000229335	ENSG00000111732	AICDA	ENSDARP00000011293	ENSDARG00000015734	aicda
ENSP00000229340	ENSG00000111737	RAB35	ENSDARP00000039450	ENSDARG00000058425	rab35b
ENSP00000229379	ENSG00000111775	COX6A1	ENSDARP00000038172	ENSDARG00000022438	cox6a1
ENSP00000229390	ENSG00000111786	SRSF9	ENSDARP00000002874	ENSDARG00000008097	srsf9
ENSP00000229395	ENSG00000111790	FGFR1OP2	ENSDARP00000005747	ENSDARG00000009657	fgfr1op2
ENSP00000229447	ENSG00000009765	IYD	ENSDARP00000101952	ENSDARG00000076056	IYD
ENSP00000229554	ENSG00000111834	RSPH4A	ENSDARP00000088110	ENSDARG00000067606	rsph4a
ENSP00000229595	ENSG00000111875	ASF1A	ENSDARP00000064193	ENSDARG00000043713	asf1bb
ENSP00000229633	ENSG00000111911	HINT3	ENSDARP00000102849	ENSDARG00000074286	hint3
ENSP00000229758	ENSG00000112029	FBXO5	ENSDARP00000056961	ENSDARG00000039020	fbxo5
ENSP00000229769	ENSG00000112039	FANCE	ENSDARP00000090524	ENSDARG00000068870	fance
ENSP00000229771	ENSG00000112041	TULP1	ENSDARP00000140439	ENSDARG00000100478	TULP1
ENSP00000229903	ENSG00000112167	SAYSD1	ENSDARP00000064149	ENSDARG00000043687	si:ch211-59d15.9
ENSP00000229955	ENSG00000112218	GPR63	ENSDARP00000124273	ENSDARG00000074540	gpr63
ENSP00000230053	ENSG00000112309	B3GAT2	ENSDARP00000050302	ENSDARG00000030733	b3gat2
ENSP00000230085	ENSG00000112335	SNX3	ENSDARP00000012094	ENSDARG00000008678	snx3
ENSP00000230122	ENSG00000112365	ZBTB24	ENSDARP00000156506	ENSDARG00000075533	zbtb24
ENSP00000230256	ENSG00000112494	UNC93A	ENSDARP00000121615	ENSDARG00000041554	unc93a
ENSP00000230340	ENSG00000112578	BYSL	ENSDARP00000001346	ENSDARG00000001057	bysl
ENSP00000230354	ENSG00000112592	TBP	ENSDARP00000010211	ENSDARG00000014994	tbp
ENSP00000230381	ENSG00000112619	PRPH2	ENSDARP00000055414	ENSDARG00000038018	prph2a
ENSP00000230582	ENSG00000112812	PRSS16	ENSDARP00000071853	ENSDARG00000076602	prss16
ENSP00000230792	ENSG00000112874	NUDT12	ENSDARP00000139063	ENSDARG00000100813	nudt12
ENSP00000230990	ENSG00000113070	HBEGF	ENSDARP00000099541	ENSDARG00000075121	hbegfa
ENSP00000231004	ENSG00000113083	LOX	ENSDARP00000110708	ENSDARG00000003259	loxa
ENSP00000231061	ENSG00000113140	SPARC	ENSDARP00000039659	ENSDARG00000019353	sparc
ENSP00000231198	ENSG00000113272	THG1L	ENSDARP00000055960	ENSDARG00000038360	thg1l
ENSP00000231228	ENSG00000113302	IL12B	ENSDARP00000101046	ENSDARG00000033727	il12ba
ENSP00000231420	ENSG00000113492	AGXT2	ENSDARP00000136125	ENSDARG00000100709	agxt2
ENSP00000231461	ENSG00000113532	ST8SIA4	ENSDARP00000135219	ENSDARG00000103600	st8sia4
ENSP00000231487	ENSG00000113558	SKP1	ENSDARP00000015887	ENSDARG00000003151	skp1
ENSP00000231498	ENSG00000113569	NUP155	ENSDARP00000007708	ENSDARG00000001777	nup155
ENSP00000231512	ENSG00000113583	C5orf15	ENSDARP00000104703	ENSDARG00000090747	si:ch73-269m14.2
ENSP00000231524	ENSG00000113595	TRIM23	ENSDARP00000107078	ENSDARG00000069420	trim23
ENSP00000231668	ENSG00000113734	BNIP1	ENSDARP00000132436	ENSDARG00000104280	bnip1b
ENSP00000231749	ENSG00000004838	ZMYND10	ENSDARP00000153400	ENSDARG00000114303	zmynd10
ENSP00000231790	ENSG00000076242	MLH1	ENSDARP00000113460	ENSDARG00000025948	mlh1
ENSP00000231887	ENSG00000113790	EHHADH	ENSDARP00000093211	ENSDARG00000070029	ehhadh
ENSP00000232424	ENSG00000114315	HES1	ENSDARP00000018393	ENSDARG00000006514	her6
ENSP00000232496	ENSG00000114383	TUSC2	ENSDARP00000138164	ENSDARG00000099817	tusc2a
ENSP00000232607	ENSG00000114491	UMPS	ENSDARP00000035728	ENSDARG00000012215	umps
ENSP00000232744	ENSG00000114626	ABTB1	ENSDARP00000098929	ENSDARG00000063354	abtb1
ENSP00000232766	ENSG00000114648	KLHL18	ENSDARP00000025821	ENSDARG00000004306	klhl18
ENSP00000232892	ENSG00000114771	AADAC	ENSDARP00000087565	ENSDARG00000063621	aadac
ENSP00000232905	ENSG00000114784	EIF1B	ENSDARP00000120624	ENSDARG00000029445	eif1b
ENSP00000232975	ENSG00000114854	TNNC1	ENSDARP00000025541	ENSDARG00000011400	tnnc1a
ENSP00000232978	ENSG00000114857	NKTR	ENSDARP00000107238	ENSDARG00000059097	nktr
ENSP00000233025	ENSG00000114902	SPCS1	ENSDARP00000076814	ENSDARG00000059298	spcs1
ENSP00000233027	ENSG00000114904	NEK4	ENSDARP00000058727	ENSDARG00000040152	nek4
ENSP00000233057	ENSG00000055332	EIF2AK2	ENSDARP00000133369	ENSDARG00000068729	eif2ak2
ENSP00000233078	ENSG00000071626	DAZAP1	ENSDARP00000130727	ENSDARG00000070846	dazap1
ENSP00000233121	ENSG00000084764	MAPRE3	ENSDARP00000045286	ENSDARG00000020231	mapre3a
ENSP00000233331	ENSG00000115274	INO80B	ENSDARP00000085532	ENSDARG00000062749	ino80b
ENSP00000233336	ENSG00000114999	TTL	ENSDARP00000113218	ENSDARG00000062418	ttl
ENSP00000233468	ENSG00000115128	SF3B6	ENSDARP00000006812	ENSDARG00000009753	sf3b6
ENSP00000233575	ENSG00000115234	SNX17	ENSDARP00000040190	ENSDARG00000091418	snx17
ENSP00000233623	ENSG00000115282	TTC31	ENSDARP00000113359	ENSDARG00000039082	zgc:123010
ENSP00000233630	ENSG00000115289	PCGF1	ENSDARP00000001039	ENSDARG00000001249	pcgf1
ENSP00000233668	ENSG00000115325	DOK1	ENSDARP00000136617	ENSDARG00000099177	dok1b
ENSP00000233813	ENSG00000115461	IGFBP5	ENSDARP00000054136	ENSDARG00000025348	igfbp5b
ENSP00000233826	ENSG00000115474	KCNJ13	ENSDARP00000126942	ENSDARG00000043443	kcnj13
ENSP00000233838	ENSG00000115486	GGCX	ENSDARP00000088440	ENSDARG00000067805	ggcx
ENSP00000233893	ENSG00000115541	HSPE1	ENSDARP00000118521	ENSDARG00000056167	hspe1
ENSP00000233948	ENSG00000115596	WNT6	ENSDARP00000104431	ENSDARG00000073935	wnt6b
ENSP00000234091	ENSG00000115738	ID2	ENSDARP00000122878	ENSDARG00000055283	id2a
ENSP00000234111	ENSG00000115758	ODC1	ENSDARP00000124918	ENSDARG00000007377	odc1
ENSP00000234160	ENSG00000115806	GORASP2	ENSDARP00000017335	ENSDARG00000015126	gorasp2
ENSP00000234170	ENSG00000115816	CEBPZ	ENSDARP00000090088	ENSDARG00000045857	cebpz
ENSP00000234198	ENSG00000115844	DLX2	ENSDARP00000103004	ENSDARG00000079964	dlx2a
ENSP00000234296	ENSG00000115942	ORC2	ENSDARP00000132032	ENSDARG00000101465	orc2
ENSP00000234313	ENSG00000115956	PLEK	ENSDARP00000130930	ENSDARG00000104325	plek
ENSP00000234371	ENSG00000116014	KISS1R	ENSDARP00000107676	ENSDARG00000002728	kiss1ra
ENSP00000234392	ENSG00000116035	VAX2	ENSDARP00000076061	ENSDARG00000058702	vax2
ENSP00000234420	ENSG00000116062	MSH6	ENSDARP00000131172	ENSDARG00000104541	msh6
ENSP00000234453	ENSG00000116095	PLEKHA3	ENSDARP00000073572	ENSDARG00000056601	plekha3
ENSP00000234454	ENSG00000116096	SPR	ENSDARP00000002775	ENSDARG00000004406	spra
ENSP00000234626	ENSG00000097046	CDC7	ENSDARP00000032739	ENSDARG00000023584	cdc7
ENSP00000234739	ENSG00000116128	BCL9	ENSDARP00000053283	ENSDARG00000036687	bcl9
ENSP00000234831	ENSG00000116209	TMEM59	ENSDARP00000028016	ENSDARG00000019033	tmem59
ENSP00000234961	ENSG00000116329	OPRD1	ENSDARP00000122239	ENSDARG00000041660	oprd1a
ENSP00000235090	ENSG00000116455	WDR77	ENSDARP00000141388	ENSDARG00000101347	CABZ01068251.1
ENSP00000235307	ENSG00000116667	C1orf21	ENSDARP00000157014	ENSDARG00000098592	zgc:92140
ENSP00000235332	ENSG00000116691	MIIP	ENSDARP00000142474	ENSDARG00000088346	miip
ENSP00000235345	ENSG00000116704	SLC35D1	ENSDARP00000068446	ENSDARG00000011973	slc35d1a
ENSP00000235521	ENSG00000116874	WARS2	ENSDARP00000010571	ENSDARG00000011801	wars2
ENSP00000235835	ENSG00000053371	AKR7A2	ENSDARP00000156857	ENSDARG00000016649	akr7a3
ENSP00000236137	ENSG00000117479	SLC19A2	ENSDARP00000077740	ENSDARG00000059712	slc19a2
ENSP00000236192	ENSG00000117533	VAMP4	ENSDARP00000125729	ENSDARG00000043510	vamp4
ENSP00000236273	ENSG00000117614	SYF2	ENSDARP00000090723	ENSDARG00000004706	syf2
ENSP00000236959	ENSG00000138363	ATIC	ENSDARP00000024082	ENSDARG00000016706	atic
ENSP00000236980	ENSG00000118246	FASTKD2	ENSDARP00000100864	ENSDARG00000074031	fastkd2
ENSP00000237283	ENSG00000189007	ADAT2	ENSDARP00000127393	ENSDARG00000041944	adat2
ENSP00000237289	ENSG00000118503	TNFAIP3	ENSDARP00000123481	ENSDARG00000027777	tnfaip3
ENSP00000237455	ENSG00000239305	RNF103	ENSDARP00000138760	ENSDARG00000100850	rnf103
ENSP00000237530	ENSG00000118705	RPN2	ENSDARP00000146160	ENSDARG00000009724	rpn2
ENSP00000237642	ENSG00000118804	STBD1	ENSDARP00000138158	ENSDARG00000098408	stbd1
ENSP00000237654	ENSG00000118816	CCNI	ENSDARP00000105556	ENSDARG00000068214	ccni
ENSP00000237837	ENSG00000118972	FGF23	ENSDARP00000067387	ENSDARG00000045854	fgf23
ENSP00000237853	ENSG00000118985	ELL2	ENSDARP00000093185	ENSDARG00000006251	ell2
ENSP00000238018	ENSG00000119125	GDA	ENSDARP00000010155	ENSDARG00000002986	gda
ENSP00000238044	ENSG00000119147	ECRG4	ENSDARP00000072984	ENSDARG00000056087	ecrg4a
ENSP00000238112	ENSG00000119203	CPSF3	ENSDARP00000040291	ENSDARG00000027649	cpsf3
ENSP00000238146	ENSG00000111364	DDX55	ENSDARP00000020323	ENSDARG00000009864	ddx55
ENSP00000238379	ENSG00000119431	HDHD3	ENSDARP00000094552	ENSDARG00000053934	hdhd3
ENSP00000238558	ENSG00000133937	GSC	ENSDARP00000147175	ENSDARG00000111184	gsc
ENSP00000238561	ENSG00000063761	ADCK1	ENSDARP00000108933	ENSDARG00000062561	adck1
ENSP00000238682	ENSG00000119699	TGFB3	ENSDARP00000025519	ENSDARG00000019367	tgfb3
ENSP00000238738	ENSG00000119729	RHOQ	ENSDARP00000032142	ENSDARG00000025953	rhoq
ENSP00000238875	ENSG00000119862	LGALSL	ENSDARP00000071857	ENSDARG00000059060	lgalsla
ENSP00000238892	ENSG00000119878	CRIPT	ENSDARP00000131077	ENSDARG00000102511	cript
ENSP00000238994	ENSG00000119938	PPP1R3C	ENSDARP00000014980	ENSDARG00000014554	ppp1r3cb
ENSP00000239032	ENSG00000119973	PRLHR	ENSDARP00000150807	ENSDARG00000044900	prlhr2a
ENSP00000239144	ENSG00000120068	HOXB8	ENSDARP00000046637	ENSDARG00000056027	hoxb8a
ENSP00000239151	ENSG00000120075	HOXB5	ENSDARP00000004270	ENSDARG00000013057	hoxb5a
ENSP00000239165	ENSG00000260027	HOXB7	ENSDARP00000072915	ENSDARG00000056030	hoxb7a
ENSP00000239223	ENSG00000120129	DUSP1	ENSDARP00000137487	ENSDARG00000100515	dusp1
ENSP00000239243	ENSG00000120149	MSX2	ENSDARP00000140454	ENSDARG00000101023	msx2b
ENSP00000239367	ENSG00000120256	LRP11	ENSDARP00000039615	ENSDARG00000034076	lrp11
ENSP00000239374	ENSG00000120262	CCDC170	ENSDARP00000129402	ENSDARG00000016161	ccdc170
ENSP00000239461	ENSG00000116132	PRRX1	ENSDARP00000061587	ENSDARG00000042027	prrx1b
ENSP00000239587	ENSG00000120440	TTLL2	ENSDARP00000122421	ENSDARG00000077853	ttll2
ENSP00000239690	ENSG00000120526	NUDCD1	ENSDARP00000052502	ENSDARG00000036158	nudcd1
ENSP00000239830	ENSG00000120647	CCDC77	ENSDARP00000136677	ENSDARG00000102145	ccdc77
